Player,Year,Rounds,Avg_Drive_Distance,GIR_Percentage,SG_Total,Scoring_Avg,Money,Wins,Tournaments_Won
PETER MALNATI,2020.0,,287.6,62.57,,71.574,561273.0,0,
PETER UIHLEIN,2020.0,,301.8,67.96,,71.235,301846.0,0,
PHIL MICKELSON,2020.0,,301.5,63.51,,71.009,1493908.0,0,
RAFA CABRERA BELLO,2020.0,,293.7,63.84,,71.285,646577.0,0,
RHEIN GIBSON,2020.0,,297.8,65.22,,72.087,182113.0,0,
RICHY WERENSKI,2020.0,,298.1,66.67,,70.57300000000001,1716407.0,1,Barracuda Championship
RICKIE FOWLER,2020.0,,294.9,66.54,,70.499,947309.0,0,
ROB OPPENHEIM,2020.0,,284.2,65.21,,71.3,454470.0,0,
ROBBY SHELTON,2020.0,,296.6,66.9,,71.358,1232306.0,0,
ROBERT STREB,2020.0,,293.7,67.33,,71.836,415258.0,0,
ROGER SLOAN,2020.0,,291.5,65.58,,71.586,253597.0,0,
RORY MCILROY,2020.0,,314.0,67.78,,69.219,4408415.0,1,WGC-HSBC Champions
RORY SABBATINI,2020.0,,283.9,65.24,,70.779,629885.0,0,
RUSSELL HENLEY,2020.0,,290.1,71.69,,70.157,1195378.0,0,
RUSSELL KNOX,2020.0,,296.3,70.11,,70.76,519028.0,0,
RYAN ARMOUR,2020.0,,284.1,67.91,,71.092,850571.0,0,
RYAN BREHM,2020.0,,315.3,68.78,,71.798,162079.0,0,
RYAN MOORE,2020.0,,289.9,68.56,,70.707,957540.0,0,
RYAN PALMER,2020.0,,299.3,65.93,,70.196,2724926.0,0,
SAM BURNS,2020.0,,312.0,66.95,,70.778,757500.0,0,
SAM RYDER,2020.0,,297.7,66.35,,71.09100000000001,690246.0,0,
SCOTT BROWN,2020.0,,288.5,64.5,,71.572,963412.0,0,
SCOTT HARRINGTON,2020.0,,307.1,64.46,,71.583,951211.0,0,
SCOTT PIERCY,2020.0,,297.2,64.73,,71.306,809871.0,0,
SCOTT STALLINGS,2020.0,,297.6,69.65,,70.727,664849.0,0,
SCOTTIE SCHEFFLER,2020.0,,308.9,69.04,,69.709,2833438.0,0,
SEAMUS POWER,2020.0,,304.5,69.44,,70.962,351069.0,0,
SEBASTIAN CAPPELEN,2020.0,,303.7,64.36,,72.10600000000001,371482.0,0,
SEBASTIÃÂ¡N MUÃÂ±OZ,2020.0,,302.3,66.34,,70.485,2864142.0,0,
SEPP STRAKA,2020.0,,302.7,66.98,,71.102,1140441.0,0,
SERGIO GARCIA,2020.0,,305.8,68.31,,70.574,658935.0,0,
SHANE LOWRY,2020.0,,299.4,69.44,,70.265,781326.0,0,
SI WOO KIM,2020.0,,298.1,65.54,,71.25399999999999,1074246.0,0,
STEWART CINK,2020.0,,295.7,67.97,,71.189,490620.0,0,
SUNG KANG,2020.0,,303.4,65.3,,71.48899999999999,1560024.0,0,
SUNGJAE IM,2020.0,,300.5,67.08,,69.987,4337811.0,0,
TALOR GOOCH,2020.0,,298.2,67.07,,70.535,1398171.0,0,
"TED POTTER, JR.",2020.0,,290.2,68.94,,71.877,361540.0,0,
TIM WILKINSON,2020.0,,284.7,67.39,,70.936,307772.0,0,
TOM HOGE,2020.0,,290.4,65.62,,70.605,1857073.0,0,
TOMMY FLEETWOOD,2020.0,,309.6,67.22,,70.259,1025676.0,0,
TONY FINAU,2020.0,,309.8,68.83,,69.992,2932286.0,0,
TROY MERRITT,2020.0,,291.8,66.5,,71.165,1037971.0,0,
TYLER DUNCAN,2020.0,,286.3,67.54,,70.84,1799855.0,1,RSM Classic
TYLER MCCUMBER,2020.0,,310.2,66.25,,71.63600000000001,284230.0,0,
TYRRELL HATTON,2020.0,,301.6,69.31,,69.507,3434867.0,1,Arnold Palmer Invitational
VAUGHN TAYLOR,2020.0,,281.6,63.75,,70.827,1148779.0,0,
VIKTOR HOVLAND,2020.0,,299.3,68.47,,70.06,1982275.0,1,Puerto Rico Open
VINCENT WHALEY,2020.0,,300.9,66.67,,71.47800000000001,207571.0,0,
WEBB SIMPSON,2020.0,,296.2,70.83,,68.97800000000001,5097742.0,2,"Waste Management Phoenix Open, RBC Heritage"
WES ROACH,2020.0,,290.5,67.92,,71.602,267966.0,0,
WILLIAM GORDON,2020.0,,308.8,71.7,,70.524,,0,
WYNDHAM CLARK,2020.0,,305.1,62.57,,71.243,814737.0,0,
XANDER SCHAUFFELE,2020.0,,305.4,70.87,,69.227,3813636.0,0,
XINJUN ZHANG,2020.0,,293.8,66.02,,71.058,1232376.0,0,
ZAC BLAIR,2020.0,,280.9,63.47,,71.705,745273.0,0,
ZACH JOHNSON,2020.0,,285.9,68.03,,70.388,777727.0,0,
ZACK SUCHER,2020.0,,301.6,68.36,,72.006,215568.0,0,
